band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,species_scientific_name
B49339889439,B49339889439,,E,10/1/19,1,10,2019,US,US-CA,37.91754,-122.52457,11,12,Osprey,3640,,,,,,,0,21,13,4,0.33,E,Pandion haliaetus
B49339940299,B49339940299,,B,7/6/95,6,7,1995,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P9981151,0,,,,,,B,Pandion haliaetus
B49339940299,B49339940299,,E,5/21/96,21,5,1996,EC,,-2.75,-79.75,10,12,,3640,,,,,,,1,21,1,3,0.92,E,Pandion haliaetus
B49339944299,B49339944299,,B,6/28/91,28,6,1991,US,US-CT,41.25,-72.25,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B49339944299,B49339944299,,E,6/6/93,6,6,1993,CU,,22.58333,-79.91667,10,12,,3640,,,,,,,3,21,1,5,2,E,Pandion haliaetus
B49339945099,B49339945099,,B,7/3/90,3,7,1990,US,US-CT,41.25,-72.25,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B49339945099,B49339945099,,E,5/13/93,13,5,1993,US,US-NJ,40.41667,-73.91667,10,12,,3640,,,,,,,0,22,1,5,2.92,E,Pandion haliaetus
B49339948139,B49339948139,,B,7/14/95,14,7,1995,US,US-ID,47.75,-116.75,10,12,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B49339948139,B49339948139,,E,9/11/95,11,9,1995,US,US-ID,47.75,-116.75,10,12,,3640,,,,,,,0,22,2,5,0.25,E,Pandion haliaetus
B49339974547,B49339974547,,B,7/27/87,27,7,1987,US,US-NJ,41.08333,-74.25,10,12,Osprey,3640,4,33,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B49339974547,B49339974547,,E,3/30/02,30,3,2002,US,US-MD,39.08333,-76.41667,10,12,,3640,,,,,,,11,21,6,4,14.75,E,Pandion haliaetus
B49339979439,B49339979439,,B,6/10/92,10,6,1992,US,US-WI,44.25,-89.91667,10,12,Osprey,3640,3,33,6,5,P7711878,0,,,,,,B,Pandion haliaetus
B49339979439,B49339979439,,E,7/4/94,4,7,1994,US,US-WI,44.58333,-89.58333,10,12,,3640,,,,,,,28,21,1,5,4.08,E,Pandion haliaetus
B49359384708,B49359384708,,B,7/8/77,8,7,1977,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49359384708,B49359384708,,E,4/2/80,2,4,1980,US,US-FL,27.75,-82.75,10,11,,3640,,,,,,,0,20,1,3,2.83,E,Pandion haliaetus
B49369184708,B49369184708,,B,6/24/80,24,6,1980,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49369184708,B49369184708,,E,5/10/85,10,5,1985,US,US-MD,38.75,-76.08333,10,11,,3640,,,,,,,28,21,1,5,4.92,E,Pandion haliaetus
B49369375439,B49369375439,,B,6/21/80,21,6,1980,US,US-MD,38.08333,-76.08333,10,11,Osprey,3640,3,0,4,0,P0960209,0,,,,,,B,Pandion haliaetus
B49369375439,B49369375439,,E,4/9/89,9,4,1989,US,US-VA,37.91667,-75.91667,10,11,,3640,,,,,,,0,21,1,5,8.83,E,Pandion haliaetus
B49379427724,B49379427724,,B,6/22/77,22,6,1977,US,US-NC,34.91667,-77.08333,10,11,Osprey,3640,3,0,4,0,P9966576,0,,,,,,B,Pandion haliaetus
B49379427724,B49379427724,,E,7/19/83,19,7,1983,US,US-NC,34.91667,-77.08333,10,11,,3640,,,,,,,66,23,1,7,6.08,E,Pandion haliaetus
B49379427724,B49379427724,,E,12/24/95,24,12,1995,CU,,22.08333,-79.41667,10,11,,3640,,,,,,,1,20,1,3,18.5,E,Pandion haliaetus
B49379491161,B49379491161,,B,6/22/77,22,6,1977,US,US-MD,38.91667,-76.08333,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49379491161,B49379491161,,E,07/70/1977,70,7,1977,US,US-MD,37,-76,8,11,,3640,,,,,,,28,21,1,11,,E,Pandion haliaetus
B49379492049,B49379492049,,B,7/6/74,6,7,1974,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49379492049,B49379492049,,E,12/53/1974,53,12,1974,US,US-PR,18.08333,-66.41667,10,11,,3640,,,,,,,28,21,1,12,,E,Pandion haliaetus
B49379492842,B49379492842,,B,7/6/74,6,7,1974,US,US-MD,38.91667,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49379492842,B49379492842,,E,11/15/75,15,11,1975,EC,,1.24917,-78.98306,11,11,,3640,,,,,,,1,21,1,3,1.42,E,Pandion haliaetus
B49379710470,B49379710470,,B,6/28/73,28,6,1973,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49379710470,B49379710470,,E,06/99/1978,99,6,1978,US,US-MD,38.25,-76.58333,10,11,,3640,,,,,,,0,21,1,5,5,E,Pandion haliaetus
B49399394383,B49399394383,,B,6/20/78,20,6,1978,US,US-DE,38.41667,-75.08333,10,11,Osprey,3640,3,0,4,0,P6986969,0,,,,,,B,Pandion haliaetus
B49399394383,B49399394383,,E,6/14/94,14,6,1994,US,US-DE,38.41667,-75.08333,10,11,,3640,,,,,,,3,23,1,5,16,E,Pandion haliaetus
B49399497249,B49399497249,,B,7/1/79,1,7,1979,US,US-NJ,39.25,-74.58333,10,11,Osprey,3640,3,1,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B49399497249,B49399497249,,E,1/10/85,10,1,1985,BR,,-0.75,-48.58333,10,11,,3640,,,,,,,1,21,1,5,5.58,E,Pandion haliaetus
B49399497564,B49399497564,,B,6/26/79,26,6,1979,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,1,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B49399497564,B49399497564,,E,1/17/81,17,1,1981,CO,,8.75,-74.91667,10,11,,3640,,,,,,,26,21,1,5,1.58,E,Pandion haliaetus
B49419050571,B49419050571,,B,6/22/69,22,6,1969,US,US-NY,41.08333,-72.08333,10,21,Osprey,3640,6,85,4,0,P9969389,0,,,,,,B,Pandion haliaetus
B49419050571,B49419050571,,E,7/22/79,22,7,1979,US,US-CT,41.25,-72.41667,10,21,,3640,,,,,,,45,21,1,5,10.08,E,Pandion haliaetus
B49419470011,B49419470011,,B,7/11/83,11,7,1983,US,US-VA,37.25,-75.91667,10,11,Osprey,3640,3,0,4,0,P4994529,0,,,,,,B,Pandion haliaetus
B49419470011,B49419470011,,E,3/24/90,24,3,1990,US,US-VA,37.08333,-75.91667,10,11,,3640,,,,,,,0,22,1,5,6.75,E,Pandion haliaetus
B49419470470,B49419470470,,B,6/28/63,28,6,1963,US,US-MD,38.25,-76.08333,10,11,Osprey,3640,3,0,4,0,P4994529,0,,,,,,B,Pandion haliaetus
B49419470470,B49419470470,,E,04/63/1964,63,4,1964,VE,,7.75,-72.41667,10,11,,3640,,,,,,,98,21,0,0,,E,Pandion haliaetus
B49439205132,B49439205132,,B,6/22/65,22,6,1965,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B49439205132,B49439205132,,E,7/4/65,4,7,1965,US,US-NJ,39.08333,-74.75,10,11,,3640,,,,,,,98,23,1,2,,E,Pandion haliaetus
B49439994144,B49439994144,,B,7/8/82,8,7,1982,US,US-MD,38.25,-75.08333,10,11,Osprey,3640,3,0,4,0,P9903303,0,,,,,,B,Pandion haliaetus
B49439994144,B49439994144,,E,9/26/82,26,9,1982,VE,,10.25,-67.58333,10,11,,3640,,,,,,,3,21,1,9,0.25,E,Pandion haliaetus
B49439994179,B49439994179,,B,7/7/81,7,7,1981,US,US-VA,37.91667,-75.41667,10,11,Osprey,3640,3,0,4,0,P9903303,0,,,,,,B,Pandion haliaetus
B49439994179,B49439994179,,E,9/5/93,5,9,1993,US,US-MD,38.25,-76.08333,10,11,,3640,,,,,,,0,21,1,5,12.25,E,Pandion haliaetus
B49439994629,B49439994629,,B,7/11/87,11,7,1987,US,US-VA,37.08333,-75.91667,10,11,Osprey,3640,3,0,4,0,P9903303,0,,,,,,B,Pandion haliaetus
B49439994629,B49439994629,,E,04/99/1992,99,4,1992,CO,,10.91667,-72.75,10,11,,3640,,,,,,,0,21,1,3,4.83,E,Pandion haliaetus
B49449728984,B49449728984,,B,6/25/64,25,6,1964,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49449728984,B49449728984,,E,7/28/67,28,7,1967,US,US-MD,38.25,-76.41667,10,11,,3640,,,,,,,39,21,1,5,3.08,E,Pandion haliaetus
B49449821618,B49449821618,,B,7/6/68,6,7,1968,US,US-CT,41.25,-72.41667,10,12,Osprey,3640,4,1,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B49449821618,B49449821618,,E,7/18/73,18,7,1973,US,US-CT,41.41667,-72.25,10,12,,3640,,,,,,,20,23,1,4,5.08,E,Pandion haliaetus
B49449884338,B49449884338,,B,7/21/62,21,7,1962,US,US-WI,45.91667,-89.58333,10,12,Osprey,3640,3,0,4,0,P3938353,0,,,,,,B,Pandion haliaetus
B49449884338,B49449884338,,E,10/11/62,11,10,1962,EC,,0.41667,-79.41667,10,12,,3640,,,,,,,1,20,0,3,0.33,E,Pandion haliaetus
B49449884628,B49449884628,,B,6/24/70,24,6,1970,US,US-MD,38.91667,-76.41667,10,12,Osprey,3640,3,0,4,0,P6965595,0,,,,,,B,Pandion haliaetus
B49449884628,B49449884628,,E,2/1/85,1,2,1985,VE,,10.58333,-66.91667,10,12,,3640,,,,,,,13,21,1,3,14.67,E,Pandion haliaetus
B49449884749,B49449884749,,B,6/22/70,22,6,1970,US,US-MD,38.08333,-75.91667,10,12,Osprey,3640,3,0,4,0,P6965595,0,,,,,,B,Pandion haliaetus
B49449884749,B49449884749,,E,11/2/70,2,11,1970,EC,,0.91667,-79.75,10,12,,3640,,,,,,,1,21,1,5,0.42,E,Pandion haliaetus
B49449884789,B49449884789,,B,6/22/70,22,6,1970,US,US-MD,37.91667,-75.91667,10,12,Osprey,3640,3,0,4,0,P6965595,0,,,,,,B,Pandion haliaetus
B49449884789,B49449884789,,E,01/70/1975,70,1,1975,US,US-MD,37.91667,-75.91667,10,12,,3640,,,,,,,26,22,1,5,,E,Pandion haliaetus
B49459878495,B49459878495,,B,7/27/70,27,7,1970,US,US-CA,40.75,-120.75,10,11,Osprey,3640,3,25,2,0,P8985489,0,,,,,,B,Pandion haliaetus
B49459878495,B49459878495,,E,4/28/72,28,4,1972,US,US-NV,36.58333,-114.58333,10,11,,3640,,,,,,,0,22,1,3,1.83,E,Pandion haliaetus
B49466057215,B49466057215,,B,7/10/77,10,7,1977,US,US-MI,44.91667,-83.91667,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B49466057215,B49466057215,,E,83/99/1978,99,83,1978,BR,,-3.08333,-64.41667,10,12,,3640,,,,,,,1,21,1,3,0.75,E,Pandion haliaetus
B49469387617,B49469387617,,B,7/13/68,13,7,1968,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49469387617,B49469387617,,E,5/13/74,13,5,1974,US,US-NY,41.08333,-72.25,10,11,,3640,,,,,,,66,23,1,7,5.92,E,Pandion haliaetus
B49479001050,B49479001050,,B,6/14/67,14,6,1967,US,US-MD,38.25,-75.08333,10,11,Osprey,3640,3,0,4,0,P9994474,0,,,,,,B,Pandion haliaetus
B49479001050,B49479001050,,E,82/99/1967,99,82,1967,US,US-MD,38.25,-75.08333,10,11,,3640,,,,,,,1,22,1,5,0,E,Pandion haliaetus
B49479048054,B49479048054,,B,6/14/76,14,6,1976,US,US-MD,38.58333,-76.75,10,11,Osprey,3640,3,0,4,0,P7735933,0,,,,,,B,Pandion haliaetus
B49479048054,B49479048054,,E,5/13/85,13,5,1985,US,US-MD,38.41667,-76.58333,10,11,,3640,,,,,,,66,23,1,7,8.92,E,Pandion haliaetus
B49479048178,B49479048178,,B,6/14/76,14,6,1976,US,US-MD,38.58333,-76.75,10,11,Osprey,3640,3,0,4,0,P7735933,0,,,,,,B,Pandion haliaetus
B49479048178,B49479048178,,E,7/13/94,13,7,1994,US,US-MD,38.58333,-76.75,10,11,,3640,,,,,,,0,21,1,5,18.08,E,Pandion haliaetus
B49479191931,B49479191931,,B,7/4/65,4,7,1965,US,US-MD,38.25,-75.08333,10,11,Osprey,3640,3,0,4,0,P9963969,0,,,,,,B,Pandion haliaetus
B49479191931,B49479191931,,E,82/99/1967,99,82,1967,US,US-MD,38.25,-75.08333,10,11,,3640,,,,,,,1,22,1,5,2,E,Pandion haliaetus
B49479635139,B49479635139,,B,6/29/64,29,6,1964,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B49479635139,B49479635139,,E,08/78/1991,78,8,1991,BR,,-1.58333,-52.25,10,11,,3640,,,,,,,1,20,1,5,,E,Pandion haliaetus
B49479635456,B49479635456,,B,7/4/63,4,7,1963,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B49479635456,B49479635456,,E,5/16/79,16,5,1979,US,US-NJ,39.08333,-74.75,10,11,,3640,,,,,,,33,23,1,7,15.92,E,Pandion haliaetus
B49479785537,B49479785537,,B,6/23/62,23,6,1962,US,US-MD,38.25,-76.75,10,11,Osprey,3640,3,0,4,0,P9992049,0,,,,,,B,Pandion haliaetus
B49479785537,B49479785537,,E,4/2/64,2,4,1964,VE,,9.41667,-71.75,10,11,,3640,,,,,,,0,20,0,3,1.83,E,Pandion haliaetus
B49479785695,B49479785695,,B,6/26/74,26,6,1974,US,US-VA,38.08333,-76.75,10,11,Osprey,3640,3,1,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B49479785695,B49479785695,,E,10/8/81,8,10,1981,US,US-MD,38.25,-76.75,10,11,,3640,,,,,,,98,21,1,2,,E,Pandion haliaetus
B49479938734,B49479938734,,B,7/1/76,1,7,1976,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49479938734,B49479938734,,E,5/12/81,12,5,1981,US,US-MD,38.75,-76.08333,10,11,,3640,,,,,,,26,21,1,5,4.92,E,Pandion haliaetus
B49489517291,B49489517291,,B,6/4/77,4,6,1977,US,US-VA,37.75,-76.25,10,11,Osprey,3640,3,1,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B49489517291,B49489517291,,E,07/99/1982,99,7,1982,US,US-VA,37.91667,-76.75,10,11,,3640,,,,,,,0,21,1,5,5.08,E,Pandion haliaetus
B49489623213,B49489623213,,B,6/21/68,21,6,1968,US,US-MD,38.75,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49489623213,B49489623213,,E,10/31/70,31,10,1970,CO,,6.58333,-75.91667,10,12,,3640,,,,,,,1,21,1,5,2.33,E,Pandion haliaetus
B49489629534,B49489629534,,B,6/29/69,29,6,1969,US,US-MI,44.41667,-84.91667,10,12,Osprey,3640,3,0,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B49489629534,B49489629534,,E,6/8/77,8,6,1977,US,US-MI,44.41667,-84.91667,10,12,,3640,,,,,,,66,23,1,7,8,E,Pandion haliaetus
B49489629618,B49489629618,,B,5/25/72,25,5,1972,US,US-MI,44.91667,-83.91667,10,12,Osprey,3640,3,1,6,4,P9996346,0,,,,,,B,Pandion haliaetus
B49489629618,B49489629618,,E,9/17/81,17,9,1981,US,US-TN,35.91667,-83.91667,10,12,,3640,,,,,,,28,23,1,5,11.25,E,Pandion haliaetus
B49489653779,B49489653779,,B,7/9/66,9,7,1966,US,US-MD,38.75,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49489653779,B49489653779,,E,5/22/68,22,5,1968,US,US-MD,38.25,-76.08333,10,12,,3640,,,,,,,54,21,1,5,1.92,E,Pandion haliaetus
B49489653856,B49489653856,,B,7/3/66,3,7,1966,US,US-MD,38.91667,-76.08333,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49489653856,B49489653856,,E,5/27/67,27,5,1967,US,US-MD,38.91667,-76.25,10,12,,3640,,,,,,,50,23,1,3,,E,Pandion haliaetus
B49489654869,B49489654869,,B,7/9/68,9,7,1968,US,US-MI,44.41667,-84.91667,10,12,Osprey,3640,3,0,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B49489654869,B49489654869,,E,8/29/71,29,8,1971,US,US-MI,44.08333,-84.91667,10,12,,3640,,,,,,,0,21,1,5,3.17,E,Pandion haliaetus
B49489688259,B49489688259,,B,6/26/65,26,6,1965,US,US-MD,38.75,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49489688259,B49489688259,,E,11/3/66,3,11,1966,BR,,-7.58333,-70.58333,10,12,,3640,,,,,,,1,20,0,5,1.42,E,Pandion haliaetus
B49489699439,B49489699439,,B,7/1/67,1,7,1967,US,US-MD,38.75,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49489699439,B49489699439,,E,11/56/1970,56,11,1970,US,US-PR,17.91667,-66.41667,10,12,,3640,,,,,,,1,21,1,5,,E,Pandion haliaetus
B49489990419,B49489990419,,B,6/22/67,22,6,1967,US,US-MD,38.25,-76.75,10,11,Osprey,3640,3,0,4,0,P5954797,0,,,,,,B,Pandion haliaetus
B49489990419,B49489990419,,E,12/6/67,6,12,1967,CO,,-4.25,-69.91667,10,11,,3640,,,,,,,1,21,1,3,0.5,E,Pandion haliaetus
B49499015535,B49499015535,,B,6/25/66,25,6,1966,US,US-MD,38.58333,-76.25,10,11,Osprey,3640,3,0,4,0,P9962769,0,,,,,,B,Pandion haliaetus
B49499015535,B49499015535,,E,9/25/71,25,9,1971,EC,,-0.58333,-80.58333,10,11,,3640,,,,,,,1,21,1,3,5.25,E,Pandion haliaetus
B49499039299,B49499039299,,B,7/5/68,5,7,1968,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B49499039299,B49499039299,,E,7/23/70,23,7,1970,US,US-PA,39.91667,-75.58333,10,11,,3640,,,,,,,3,21,1,5,2.08,E,Pandion haliaetus
B49499039439,B49499039439,,B,6/24/67,24,6,1967,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B49499039439,B49499039439,,E,5/31/70,31,5,1970,US,US-NJ,39.08333,-74.75,10,11,,3640,,,,,,,66,23,1,7,2.92,E,Pandion haliaetus
B49499227217,B49499227217,,B,7/4/70,4,7,1970,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B49499227217,B49499227217,,E,4/15/72,15,4,1972,CU,,22.91667,-82.58333,10,11,,3640,,,,,,,1,21,1,3,1.83,E,Pandion haliaetus
B58085723878,B58085723878,,B,7/18/14,18,7,2014,US,US-MI,46.25,-84.25,10,42,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58085723878,B58085723878,,E,11/27/15,27,11,2015,MX,,22.91667,-98.0651,11,42,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B58735108031,B58735108031,,B,7/22/95,22,7,1995,US,US-MI,44.25,-84.58333,10,12,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735108031,B58735108031,,E,4/20/99,20,4,1999,US,US-WV,38.91667,-80.25,10,12,,3640,,,,,,,3,22,6,5,3.83,E,Pandion haliaetus
B58735147314,B58735147314,,B,7/24/85,24,7,1985,US,US-MI,46.25,-84.08333,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735147314,B58735147314,,E,3/24/86,24,3,1986,EC,,0.75,-79.58333,10,12,,3640,,,,,,,0,21,1,5,0.75,E,Pandion haliaetus
B58735202513,B58735202513,,B,7/12/07,12,7,2007,US,US-MI,42.58333,-83.58333,10,2,Osprey,3640,3,1,4,4,P4924474,0,,,,,,B,Pandion haliaetus
B58735202513,B58735202513,,E,4/29/09,29,4,2009,US,US-NY,43.25,-76.08333,10,2,OSPREY,3640,,,,,,,54,21,61,4,1.83,E,Pandion haliaetus
B58735254275,B58735254275,,B,7/8/09,8,7,2009,US,US-MI,44.25,-84.91667,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735254275,B58735254275,,E,7/16/20,16,7,2020,US,US-MI,44.41667,-84.91667,10,2,Eagle,3640,,,,,,,0,21,7,5,11.08,E,Pandion haliaetus
B58735277635,B58735277635,,B,5/26/08,26,5,2008,US,US-MI,44.41667,-84.75,10,2,Osprey,3640,3,34,8,4,P9996346,0,,,,,,B,Pandion haliaetus
B58735277635,B58735277635,,E,4/24/10,24,4,2010,US,US-MI,44.41667,-84.75,10,2,OSPREY,3640,,,,,,,29,21,13,7,4.83,E,Pandion haliaetus
B58735306518,B58735306518,,B,7/11/88,11,7,1988,US,US-MI,44.41667,-84.91667,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735306518,B58735306518,,E,6/10/91,10,6,1991,US,US-MI,44.25,-84.91667,10,12,,3640,,,,,,,66,23,1,7,3,E,Pandion haliaetus
B58735535427,B58735535427,,B,7/9/97,9,7,1997,US,US-MI,44.58333,-86.08333,10,5,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735535427,B58735535427,,E,9/29/97,29,9,1997,US,US-IN,41.75,-86.91667,10,5,,3640,,,,,,,3,20,6,10,0.25,E,Pandion haliaetus
B58735597395,B58735597395,,B,7/9/00,9,7,2000,US,US-MI,44.91667,-83.91667,10,5,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735597395,B58735597395,,E,9/16/04,16,9,2004,US,US-MI,44.91667,-84.08333,10,5,,3640,,,,,,,0,22,1,5,4.25,E,Pandion haliaetus
B58735597593,B58735597593,,B,6/30/00,30,6,2000,US,US-MI,44.41667,-84.58333,10,5,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735597593,B58735597593,,E,07/61/2007,61,7,2007,US,US-MI,42.75,-84.58333,10,5,Unknown,3640,,,,,,,0,22,7,4,,E,Pandion haliaetus
B58735773877,B58735773877,,B,7/4/02,4,7,2002,US,US-MI,44.41667,-84.58333,10,12,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735773877,B58735773877,,E,6/2/08,2,6,2008,US,US-MI,44.25,-84.75,10,12,OSPREY,3640,,,,,,,66,23,1,7,6,E,Pandion haliaetus
B58735813598,B58735813598,,B,7/20/93,20,7,1993,US,US-MI,46.25,-84.08333,10,12,Osprey,3640,3,85,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735813598,B58735813598,,E,5/6/05,6,5,2005,US,US-MI,46.08333,-84.08333,10,12,,3640,,,,,,,0,21,6,3,11.92,E,Pandion haliaetus
B58735872118,B58735872118,,B,7/7/93,7,7,1993,US,US-MI,44.41667,-84.91667,10,12,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735872118,B58735872118,,E,10/99/1993,99,10,1993,US,US-MI,43.58333,-84.41667,10,12,,3640,,,,,,,98,21,1,2,,E,Pandion haliaetus
B58735932512,B58735932512,,B,7/15/02,15,7,2002,US,US-MI,45.75,-86.58333,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735932512,B58735932512,,E,4/19/08,19,4,2008,US,US-MI,45.91667,-86.25,10,2,OSPREY,3640,,,,,,,3,21,61,4,5.83,E,Pandion haliaetus
B58735933955,B58735933955,,B,7/10/03,10,7,2003,US,US-MI,45.91667,-88.41667,10,2,Osprey,3640,3,33,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B58735933955,B58735933955,,E,8/3/03,3,8,2003,US,US-MI,46.08333,-88.41667,10,2,,3640,,,,,,,0,21,6,5,0.17,E,Pandion haliaetus
B58749769599,B58749769599,,B,8/26/21,26,8,2021,US,US-WA,48.08333,-122.25,10,W2,Osprey,3640,7,0,2,0,P7725105,0,,,,,,B,Pandion haliaetus
B58749769599,B58749769599,,E,9/6/21,6,9,2021,CA,CA-BC,49.1,-122.65,11,W2,OSPREY,3640,,,,,,,3,21,7,10,0.25,E,Pandion haliaetus
B58999615585,B58999615585,,B,7/19/16,19,7,2016,US,US-MT,46.75,-114.08333,10,42,Osprey,3640,3,25,4,0,P7722012,0,,,,,,B,Pandion haliaetus
B58999615585,B58999615585,,E,5/20/17,20,5,2017,MX,,28.25,-105.41667,10,42,Osprey,3640,,,,,,,29,21,13,13,0.92,E,Pandion haliaetus
B58999645519,B58999645519,,B,7/6/17,6,7,2017,US,US-MT,45.75,-110.25,10,42,Osprey,3640,3,1,4,0,P7717411,0,,,,,,B,Pandion haliaetus
B58999645519,B58999645519,,E,5/15/20,15,5,2020,US,US-OK,35.58333,-97.58333,10,42,OSPREY,3640,,,,,,,29,21,13,13,2.92,E,Pandion haliaetus
B58999645589,B58999645589,,B,7/7/17,7,7,2017,US,US-MT,45.25,-110.75,10,42,Osprey,3640,3,1,4,0,P7717411,0,,,,,,B,Pandion haliaetus
B58999645589,B58999645589,,E,9/4/17,4,9,2017,US,US-MT,45.22541,-110.73355,11,42,Osprey,3640,,,,,,,3,21,7,4,0.25,E,Pandion haliaetus
B58999718558,B58999718558,,B,5/13/13,13,5,2013,US,US-NH,44.58333,-71.58333,10,42,Osprey,3640,3,80,8,4,P7733687,0,,,,,,B,Pandion haliaetus
B58999718558,B58999718558,,E,10/1/13,1,10,2013,US,US-NH,44.58333,-71.25,10,42,Osprey,3640,,,,,,,0,21,7,5,3.33,E,Pandion haliaetus
B58999724557,B58999724557,,B,6/23/15,23,6,2015,US,US-VA,37.91667,-76.91667,10,42,Osprey,3640,3,18,4,0,P2725447,0,,,,,,B,Pandion haliaetus
B58999724557,B58999724557,,E,11/12/16,12,11,2016,CO,,8.58333,-73.08333,10,42,AGUILA PESCADORA,3640,,,,,,,1,21,7,5,1.42,E,Pandion haliaetus
B58999725905,B58999725905,,B,6/14/15,14,6,2015,US,US-VA,37.41667,-76.58333,10,42,Osprey,3640,3,18,4,0,P2725447,0,,,,,,B,Pandion haliaetus
B58999725905,B58999725905,,E,3/28/21,28,3,2021,US,US-MD,39.25,-76.08333,10,42,Osprey,3640,,,,,,,60,21,7,4,5.75,E,Pandion haliaetus
B58999731518,B58999731518,,B,6/27/13,27,6,2013,US,US-NJ,39.25,-74.58333,10,42,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B58999731518,B58999731518,,E,3/1/15,1,3,2015,CO,,8.27611,-76.37861,11,42,Pandion haliaetus,3640,,,,,,,26,23,7,5,1.75,E,Pandion haliaetus
