band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,species_scientific_name
B09019737030,B09019737030,,E,5/7/14,7,5,2014,US,US-TN,36.3809,-89.35479,11,2,UNKNOWN,3640,,,,,,,50,21,61,4,,E,Pandion haliaetus
B09019753299,B09019753299,,B,7/7/08,7,7,2008,US,US-NY,40.58333,-73.58333,10,2,Osprey,3640,3,0,4,0,P6965809,0,,,,,,B,Pandion haliaetus
B09019753299,B09019753299,,E,8/27/08,27,8,2008,CA,CA-ON,42.81313,-82.44833,11,2,OSPREY,3640,,,,,,,3,21,7,4,0.17,E,Pandion haliaetus
B09019755451,B09019755451,,B,6/13/08,13,6,2008,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,3,0,1,0,P9969029,0,,,,,,B,Pandion haliaetus
B09019755451,B09019755451,,E,6/25/19,25,6,2019,US,US-MA,41.58333,-71.08333,10,2,Osprey,3640,,,,,,,64,21,7,10,12,E,Pandion haliaetus
B09019763053,B09019763053,,B,7/14/14,14,7,2014,US,US-IA,42.08333,-94.91667,10,2,Osprey,3640,3,34,4,0,P1710020,0,,,,,,B,Pandion haliaetus
B09019763053,B09019763053,,E,10/30/14,30,10,2014,PA,,7.27193,-80.48794,11,2,OSPREY,3640,,,,,,,3,21,61,10,0.33,E,Pandion haliaetus
B09019763139,B09019763139,,B,7/14/14,14,7,2014,US,US-IA,43.08333,-93.41667,10,2,Osprey,3640,3,34,4,0,P1710020,0,,,,,,B,Pandion haliaetus
B09019763139,B09019763139,,E,4/12/18,12,4,2018,US,US-IA,43.41667,-95.08333,10,2,Osprey,3640,,,,,,,29,22,13,13,3.83,E,Pandion haliaetus
B09019763536,B09019763536,,B,7/16/11,16,7,2011,US,US-IA,41.91667,-94.75,10,2,Osprey,3640,3,34,4,0,P1710020,0,,,,,,B,Pandion haliaetus
B09019763536,B09019763536,,E,4/22/15,22,4,2015,US,US-IA,42.4986,-96.33642,11,2,Osprey,3640,,,,,,,29,21,13,7,3.83,E,Pandion haliaetus
B09019764411,B09019764411,,B,7/13/07,13,7,2007,US,US-IA,42.08333,-91.75,10,2,Osprey,3640,4,34,4,0,P1710020,0,,,,,,B,Pandion haliaetus
B09019764411,B09019764411,,E,11/42/2007,42,11,2007,CO,,6,-75.41667,11,2,OSPREY,3640,,,,,,,3,21,1,7,0.42,E,Pandion haliaetus
B09019765776,B09019765776,,B,7/1/09,1,7,2009,US,US-MA,42.25,-71.08333,10,2,Osprey,3640,3,0,4,0,P1715999,0,,,,,,B,Pandion haliaetus
B09019765776,B09019765776,,E,6/17/11,17,6,2011,US,US-MA,42.36426,-71.00449,11,2,OSPREY,3640,,,,,,,39,21,61,5,2,E,Pandion haliaetus
B09019770069,B09019770069,,B,6/30/08,30,6,2008,US,US-NJ,39.08333,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09019770069,B09019770069,,E,11/27/08,27,11,2008,CO,,4.08333,-76.25,10,2,Unknown,3640,,,,,,,0,21,7,5,0.42,E,Pandion haliaetus
B09019770309,B09019770309,,B,7/19/09,19,7,2009,US,US-NJ,39.25,-74.75,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09019770309,B09019770309,,E,6/4/12,4,6,2012,US,US-NJ,39.58333,-74.25,10,2,HAWK,3640,,,,,,,54,21,61,4,3,E,Pandion haliaetus
B09019771131,B09019771131,,B,6/22/08,22,6,2008,US,US-NJ,39.25,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09019771131,B09019771131,,E,4/13/19,13,4,2019,US,US-DE,39.75,-75.58333,10,2,OSPREY,3640,,,,,,,26,21,7,10,10.83,E,Pandion haliaetus
B09019771451,B09019771451,,B,6/22/08,22,6,2008,US,US-NJ,39.25,-74.91667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09019771451,B09019771451,,E,9/7/08,7,9,2008,US,US-FL,25.75,-80.25,10,2,OSPREY,3640,,,,,,,54,21,62,5,0.25,E,Pandion haliaetus
B09019773219,B09019773219,,B,7/3/07,3,7,2007,US,US-NJ,39.25,-74.58333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09019773219,B09019773219,,E,3/19/12,19,3,2012,US,US-FL,27.91667,-80.41667,10,2,OSPREY,3640,,,,,,,50,21,61,4,,E,Pandion haliaetus
B09019779059,B09019779059,,B,7/3/08,3,7,2008,US,US-NJ,39.58333,-74.41667,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09019779059,B09019779059,,E,4/22/13,22,4,2013,US,US-NJ,39.36428,-74.46028,11,2,OSPREY,3640,,,,,,,45,21,61,4,4.83,E,Pandion haliaetus
B09019797057,B09019797057,,B,7/14/12,14,7,2012,US,US-CA,37.91667,-119.08333,10,2,Osprey,3640,3,0,4,0,P7730260,0,,,,,,B,Pandion haliaetus
B09019797057,B09019797057,,E,8/16/12,16,8,2012,US,US-CA,37.91667,-119.08333,10,2,OSPREY,3640,,,,,,,0,21,61,4,0.17,E,Pandion haliaetus
B09019798898,B09019798898,,B,6/25/18,25,6,2018,US,US-NY,40.58333,-73.75,10,2,Osprey,3640,3,34,4,0,P3735313,0,,,,,,B,Pandion haliaetus
B09019798898,B09019798898,,E,4/20/21,20,4,2021,US,US-NY,40.58333,-73.75,10,2,OSPREY,3640,,,,,,,29,21,13,7,2.83,E,Pandion haliaetus
B09069596576,B09069596576,,B,6/30/07,30,6,2007,US,US-VA,37.08333,-76.25,10,1,Osprey,3640,3,1,4,0,P2724332,0,,,,,,B,Pandion haliaetus
B09069596576,B09069596576,,E,4/30/15,30,4,2015,US,US-VA,37.08333,-76.41667,10,1,Osprey,3640,,,,,,,0,21,13,5,7.83,E,Pandion haliaetus
B09209557782,B09209557782,,B,6/15/88,15,6,1988,US,US-MS,30.25,-88.75,10,11,Osprey,3640,3,1,4,0,P7746191,0,,,,,,B,Pandion haliaetus
B09209557782,B09209557782,,E,3/18/99,18,3,1999,US,US-MS,30.41667,-88.91667,10,11,,3640,,,,,,,3,20,6,10,10.75,E,Pandion haliaetus
B09209987229,B09209987229,,B,6/28/85,28,6,1985,US,US-NJ,40.41667,-73.91667,10,11,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B09209987229,B09209987229,,E,5/23/89,23,5,1989,US,US-MA,41.58333,-71.08333,10,11,,3640,,,,,,,66,23,1,7,3.92,E,Pandion haliaetus
B09249026120,B09249026120,,B,7/7/82,7,7,1982,US,US-MD,37.91667,-76.08333,10,11,Osprey,3640,3,0,4,0,P0960209,0,,,,,,B,Pandion haliaetus
B09249026120,B09249026120,,E,8/24/82,24,8,1982,US,US-VA,37.08333,-75.91667,10,11,,3640,,,,,,,14,22,2,5,0.17,E,Pandion haliaetus
B09299003039,B09299003039,,B,6/30/95,30,6,1995,US,US-CT,41.25,-72.08333,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B09299003039,B09299003039,,E,2/10/98,10,2,1998,US,US-FL,26.75,-80.08333,10,12,,3640,,,,,,,3,20,6,5,2.67,E,Pandion haliaetus
B09299003169,B09299003169,,B,6/30/95,30,6,1995,US,US-CT,41.25,-72.08333,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B09299003169,B09299003169,,E,8/24/00,24,8,2000,US,US-CT,41.41667,-72.41667,10,12,,3640,,,,,,,0,22,6,5,5.17,E,Pandion haliaetus
B09299003320,B09299003320,,B,6/27/95,27,6,1995,US,US-CT,41.25,-72.25,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B09299003320,B09299003320,,E,3/29/13,29,3,2013,US,US-VA,37.54209,-77.91889,11,12,UNKNOWN,3640,,,,,,,0,21,61,5,17.75,E,Pandion haliaetus
B09299003642,B09299003642,,B,7/5/95,5,7,1995,US,US-CT,41.25,-72.08333,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B09299003642,B09299003642,,E,10/60/1995,60,10,1995,US,US-CT,41.25,-71.91667,10,12,,3640,,,,,,,50,21,1,3,,E,Pandion haliaetus
B09299005039,B09299005039,,B,7/17/96,17,7,1996,US,US-WI,45.75,-89.58333,10,12,Osprey,3640,3,0,4,0,P1711851,0,,,,,,B,Pandion haliaetus
B09299005039,B09299005039,,E,11/24/96,24,11,1996,PA,,8.91667,-79.58333,10,12,,3640,,,,,,,0,20,1,3,0.42,E,Pandion haliaetus
B09299005490,B09299005490,,B,6/26/95,26,6,1995,US,US-WI,44.58333,-89.91667,10,12,Osprey,3640,3,1,4,0,P1711851,0,,,,,,B,Pandion haliaetus
B09299005490,B09299005490,,E,8/1/98,1,8,1998,US,US-WI,44.25,-89.91667,10,12,,3640,,,,,,,0,22,6,5,3.17,E,Pandion haliaetus
B09299009410,B09299009410,,B,3/31/94,31,3,1994,US,US-FL,25.08333,-80.58333,10,12,Osprey,3640,3,18,4,0,P7710491,0,,,,,,B,Pandion haliaetus
B09299009410,B09299009410,,E,6/10/94,10,6,1994,US,US-FL,27.41667,-80.25,10,12,,3640,,,,,,,0,21,1,3,0.25,E,Pandion haliaetus
B09299017401,B09299017401,,B,7/12/94,12,7,1994,US,US-MI,45.08333,-85.08333,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B09299017401,B09299017401,,E,8/16/10,16,8,2010,US,US-MI,45.08333,-85.08333,10,12,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B09299030283,B09299030283,,B,5/10/95,10,5,1995,US,US-FL,27.41667,-81.25,10,12,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B09299030283,B09299030283,,E,7/26/95,26,7,1995,US,US-FL,27.41667,-81.41667,10,12,,3640,,,,,,,0,22,1,5,0.17,E,Pandion haliaetus
B09299030760,B09299030760,,B,6/26/95,26,6,1995,US,US-PA,40.91667,-80.08333,10,12,Osprey,3640,4,34,4,0,P2732353,0,,,,,,B,Pandion haliaetus
B09299030760,B09299030760,,E,05/99/1998,99,5,1998,US,US-SC,34.91667,-81.91667,10,12,,3640,,,,,,,0,22,6,5,2.92,E,Pandion haliaetus
B09299034074,B09299034074,,B,8/5/96,5,8,1996,US,US-MO,39.58333,-91.91667,10,12,Osprey,3640,4,19,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B09299034074,B09299034074,,E,6/21/98,21,6,1998,US,US-MO,39.58333,-91.41667,10,12,,3640,,,,,,,0,22,1,5,2,E,Pandion haliaetus
B09299035489,B09299035489,,B,7/8/96,8,7,1996,US,US-MN,44.91667,-93.75,10,12,Osprey,3640,3,19,0,7,P0740540,0,,,,,,B,Pandion haliaetus
B09299035489,B09299035489,,E,8/5/03,5,8,2003,US,US-MN,45.41667,-93.75,10,12,,3640,,,,,,,3,22,1,5,7.17,E,Pandion haliaetus
B09299037480,B09299037480,,B,6/26/95,26,6,1995,US,US-MD,38.41667,-77.08333,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B09299037480,B09299037480,,E,1/25/96,25,1,1996,US,US-FL,25.08333,-80.58333,10,12,,3640,,,,,,,3,23,0,10,0.58,E,Pandion haliaetus
B09299037480,B09299037480,,E,2/3/96,3,2,1996,US,US-FL,25.08333,-80.58333,10,12,,3640,,,,,,,52,21,1,7,0.67,E,Pandion haliaetus
B09299038123,B09299038123,,B,6/28/96,28,6,1996,US,US-CT,41.25,-72.25,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B09299038123,B09299038123,,E,7/11/05,11,7,2005,US,US-CT,41.41667,-72.08333,10,12,,3640,,,,,,,0,23,7,5,9.08,E,Pandion haliaetus
B09299040364,B09299040364,,B,6/28/98,28,6,1998,US,US-NJ,39.25,-74.91667,10,12,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09299040364,B09299040364,,E,9/21/02,21,9,2002,CU,,20.91667,-77.08333,10,12,,3640,,,,,,,54,21,1,5,4.25,E,Pandion haliaetus
B09299050079,B09299050079,,B,8/30/96,30,8,1996,US,US-NJ,39.41667,-74.25,10,12,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B09299050079,B09299050079,,E,8/28/11,28,8,2011,US,US-NJ,39.58333,-74.75,10,12,UNKNOWN,3640,,,,,,,0,21,61,4,15.17,E,Pandion haliaetus
B09299050769,B09299050769,,B,7/2/00,2,7,2000,US,US-NJ,39.58333,-74.41667,10,12,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09299050769,B09299050769,,E,5/24/10,24,5,2010,US,US-NJ,39.58333,-74.75,10,12,OSPREY,3640,,,,,,,3,23,7,7,9.92,E,Pandion haliaetus
B09299054129,B09299054129,,B,7/9/98,9,7,1998,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,2,0,P9981151,0,,,,,,B,Pandion haliaetus
B09299054129,B09299054129,,E,09/99/1999,99,9,1999,VE,,10.08333,-65.08333,10,12,,3640,,,,,,,0,21,2,5,1.25,E,Pandion haliaetus
B09299056045,B09299056045,,B,6/25/98,25,6,1998,US,US-MD,38.75,-76.75,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B09299056045,B09299056045,,E,8/3/08,3,8,2008,US,US-CT,41.41667,-72.41667,10,12,OSPREY,3640,,,,,,,28,21,61,10,10.17,E,Pandion haliaetus
B09299056126,B09299056126,,B,5/6/98,6,5,1998,US,US-MD,38.75,-76.75,10,12,Osprey,3640,3,0,1,5,P1741087,0,,,,,,B,Pandion haliaetus
B09299056126,B09299056126,,E,5/13/99,13,5,1999,US,US-MD,38.75,-76.75,10,12,,3640,,,,,,,50,22,6,3,,E,Pandion haliaetus
B09299056605,B09299056605,,B,7/2/99,2,7,1999,US,US-MD,38.75,-76.75,10,12,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B09299056605,B09299056605,,E,4/25/02,25,4,2002,US,US-MD,38.58333,-77.25,10,12,,3640,,,,,,,54,20,6,4,2.83,E,Pandion haliaetus
B09299058129,B09299058129,,B,6/27/99,27,6,1999,US,US-NJ,39.25,-74.91667,10,12,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09299058129,B09299058129,,E,01/60/2000,60,1,2000,US,US-NJ,39.41667,-75.08333,10,12,,3640,,,,,,,50,21,1,3,,E,Pandion haliaetus
B09299058285,B09299058285,,B,6/27/99,27,6,1999,US,US-NJ,39.25,-74.91667,10,12,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09299058285,B09299058285,,E,4/5/19,5,4,2019,US,US-GA,32.41685,-81.75039,7,12,Osprey,3640,,,,,,,3,21,7,3,19.83,E,Pandion haliaetus
B09299058928,B09299058928,,B,7/13/99,13,7,1999,US,US-NJ,39.08333,-74.75,10,12,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09299058928,B09299058928,,E,8/25/99,25,8,1999,US,US-NJ,39.08333,-74.5,33,12,,3640,,,,,,,0,21,6,5,0.17,E,Pandion haliaetus
B09299060149,B09299060149,,B,7/19/01,19,7,2001,US,US-WA,48.08333,-122.25,10,12,Osprey,3640,3,0,4,0,P4743327,0,,,,,,B,Pandion haliaetus
B09299060149,B09299060149,,E,12/6/02,6,12,2002,MX,,23,-102,72,12,eagle,3640,,,,,,,3,21,1,10,1.5,E,Pandion haliaetus
B09299074527,B09299074527,,B,7/3/92,3,7,1992,US,US-MD,38.41667,-75.08333,10,12,Osprey,3640,3,0,4,0,P3713303,0,,,,,,B,Pandion haliaetus
B09299074527,B09299074527,,E,6/18/01,18,6,2001,US,US-NJ,39.08333,-74.75,10,12,,3640,,,,,,,66,22,6,7,9,E,Pandion haliaetus
B09299077002,B09299077002,,B,7/13/93,13,7,1993,US,US-MN,46.75,-94.58333,10,12,Osprey,3640,3,0,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B09299077002,B09299077002,,E,6/1/98,1,6,1998,US,US-MN,47.41667,-94.75,10,12,,3640,,,,,,,0,22,2,3,5,E,Pandion haliaetus
B09299087487,B09299087487,,B,5/3/96,3,5,1996,US,US-FL,27.41667,-81.41667,10,12,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B09299087487,B09299087487,,E,2/28/03,28,2,2003,US,US-FL,28.08333,-82.25,10,12,,3640,,,,,,,28,20,1,5,6.75,E,Pandion haliaetus
B09299093643,B09299093643,,B,7/5/97,5,7,1997,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B09299093643,B09299093643,,E,8/15/97,15,8,1997,US,US-MA,41.58333,-71.08333,10,12,,3640,,,,,,,0,21,1,5,0.17,E,Pandion haliaetus
B09299093889,B09299093889,,B,7/3/97,3,7,1997,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B09299093889,B09299093889,,E,8/14/13,14,8,2013,US,US-RI,41.51121,-71.57284,11,12,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B09299094289,B09299094289,,B,7/2/96,2,7,1996,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B09299094289,B09299094289,,E,9/1/96,1,9,1996,US,US-WV,39.08333,-78.5,33,12,,3640,,,,,,,0,21,1,5,0.25,E,Pandion haliaetus
B09299098609,B09299098609,,B,6/27/08,27,6,2008,US,US-CT,41.41667,-71.91667,10,12,Osprey,3640,3,0,4,0,P2722272,0,,,,,,B,Pandion haliaetus
B09299098609,B09299098609,,E,3/12/12,12,3,2012,TT,,10.58333,-61.41667,10,12,OSPREY,3640,,,,,,,1,23,7,9,3.75,E,Pandion haliaetus
B09299099569,B09299099569,,B,7/7/99,7,7,1999,US,US-MN,44.91667,-93.75,10,12,Osprey,3640,3,19,1,0,P0740540,0,,,,,,B,Pandion haliaetus
B09299099569,B09299099569,,E,8/2/07,2,8,2007,US,US-MN,45.25,-94.08333,10,12,OSPREY,3640,,,,,,,52,23,7,7,9.17,E,Pandion haliaetus
B09299120469,B09299120469,,B,6/20/00,20,6,2000,US,US-MA,42.25,-70.91667,10,5,Osprey,3640,3,0,4,0,P1715999,0,,,,,,B,Pandion haliaetus
B09299120469,B09299120469,,E,9/21/02,21,9,2002,CU,,20.91667,-76.25,10,5,,3640,,,,,,,1,22,7,5,2.25,E,Pandion haliaetus
B09299306376,B09299306376,,B,7/16/03,16,7,2003,US,US-ID,47.41667,-116.75,10,2,Osprey,3640,3,0,2,0,P6969709,0,,,,,,B,Pandion haliaetus
B09299306376,B09299306376,,E,9/11/03,11,9,2003,US,US-ID,46.08333,-115.75,10,2,,3640,,,,,,,0,21,6,3,0.25,E,Pandion haliaetus
B09299306773,B09299306773,,B,7/13/04,13,7,2004,US,US-ID,47.41667,-116.75,10,2,Osprey,3640,3,0,2,0,P6969709,0,,,,,,B,Pandion haliaetus
B09299306773,B09299306773,,E,99/99/2008,99,99,2008,US,US-ID,47.25,-116.58333,10,2,UNKNOWN,3640,,,,,,,98,21,61,2,,E,Pandion haliaetus
B09299306850,B09299306850,,B,7/10/04,10,7,2004,US,US-ID,47.75,-116.75,10,2,Osprey,3640,3,0,2,0,P6969709,0,,,,,,B,Pandion haliaetus
B09299306850,B09299306850,,E,3/4/07,4,3,2007,US,US-ID,47.75,-116.75,10,2,UNKNOWN,3640,,,,,,,50,21,61,5,,E,Pandion haliaetus
B09299330069,B09299330069,,B,7/8/02,8,7,2002,US,US-MI,44.58333,-85.91667,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B09299330069,B09299330069,,E,4/6/14,6,4,2014,US,US-OH,39.882,-83.97203,11,2,UNKNOWN,3640,,,,,,,54,21,61,10,11.83,E,Pandion haliaetus
B09299330940,B09299330940,,B,7/9/02,9,7,2002,US,US-MI,44.25,-84.91667,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B09299330940,B09299330940,,E,6/30/05,30,6,2005,US,US-MI,44.91667,-83.91667,10,2,OSPREY,3640,,,,,,,66,23,1,7,3,E,Pandion haliaetus
B09299365035,B09299365035,,B,7/20/03,20,7,2003,US,US-MN,44.75,-93.08333,10,2,Osprey,3640,4,19,4,0,P0740540,0,,,,,,B,Pandion haliaetus
B09299365035,B09299365035,,E,7/12/09,12,7,2009,US,US-IN,41.75,-86.25,10,2,OSPREY,3640,,,,,,,3,21,61,4,6.08,E,Pandion haliaetus
B09299370070,B09299370070,,B,4/14/03,14,4,2003,US,US-FL,27.41667,-81.41667,10,2,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B09299370070,B09299370070,,E,1/14/07,14,1,2007,US,US-FL,27.41667,-81.25,10,2,OSPREY,3640,,,,,,,91,22,62,5,3.75,E,Pandion haliaetus
B09299382079,B09299382079,,B,6/15/07,15,6,2007,US,US-OH,41.08333,-81.58333,10,2,Osprey,3640,3,1,4,0,P9984184,0,,,,,,B,Pandion haliaetus
B09299382079,B09299382079,,E,8/21/13,21,8,2013,US,US-OH,41.08144,-81.51901,11,2,OSPREY,3640,,,,,,,29,21,13,7,6.17,E,Pandion haliaetus
B09299390949,B09299390949,,B,7/10/06,10,7,2006,US,US-NJ,39.41667,-75.08333,10,2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B09299390949,B09299390949,,E,4/25/22,25,4,2022,US,US-NJ,39.83386,-75.24828,11,2,OSPREY,3640,,,,,,,3,21,7,4,15.83,E,Pandion haliaetus
B09299440544,B09299440544,,B,7/21/04,21,7,2004,US,US-SD,42.75,-97.08333,10,2,Osprey,3640,4,0,4,0,P4746986,0,,,,,,B,Pandion haliaetus
B09299440544,B09299440544,,E,3/29/09,29,3,2009,US,US-IA,42.58333,-95.75,10,2,UNKNOWN,3640,,,,,,,98,21,61,2,,E,Pandion haliaetus
B09299493039,B09299493039,,B,6/17/06,17,6,2006,US,US-MD,38.75,-76.75,10,2,Osprey,3640,3,0,4,0,P1741087,0,,,,,,B,Pandion haliaetus
B09299493039,B09299493039,,E,3/19/14,19,3,2014,US,US-MD,38.58333,-75.75,10,2,Osprey,3640,,,,,,,54,21,7,4,7.75,E,Pandion haliaetus
B09299640389,B09299640389,,B,7/7/91,7,7,1991,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B09299640389,B09299640389,,E,8/9/97,9,8,1997,US,US-MD,38.58333,-76.58333,10,12,,3640,,,,,,,0,23,1,4,6.17,E,Pandion haliaetus
B09299655035,B09299655035,,B,6/30/94,30,6,1994,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B09299655035,B09299655035,,E,9/10/94,10,9,1994,US,US-MA,41.58333,-71.08333,10,12,,3640,,,,,,,50,23,1,5,,E,Pandion haliaetus
B09299680380,B09299680380,,B,7/17/93,17,7,1993,US,US-ID,44.41667,-116.08333,10,12,Osprey,3640,3,1,4,0,P4748214,0,,,,,,B,Pandion haliaetus
B09299680380,B09299680380,,E,06/41/1994,41,6,1994,HN,,13.25,-87.25,10,12,,3640,,,,,,,0,21,1,3,1,E,Pandion haliaetus
B09299700702,B09299700702,,B,6/28/91,28,6,1991,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B09299700702,B09299700702,,E,5/12/93,12,5,1993,US,US-MA,42.08333,-71.41667,10,12,,3640,,,,,,,28,21,1,5,1.92,E,Pandion haliaetus
B09299703330,B09299703330,,B,7/21/89,21,7,1989,US,US-ID,47.41667,-116.75,10,12,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B09299703330,B09299703330,,E,10/9/90,9,10,1990,US,US-TX,26.08333,-97.75,10,12,,3640,,,,,,,0,22,1,3,1.33,E,Pandion haliaetus
B09299703572,B09299703572,,B,7/21/89,21,7,1989,US,US-ID,47.41667,-116.75,10,12,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B09299703572,B09299703572,,E,03/99/2011,99,3,2011,US,US-ID,47.25,-116.58333,10,12,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B09299704534,B09299704534,,B,7/10/91,10,7,1991,US,US-ID,47.41667,-116.75,10,12,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B09299704534,B09299704534,,E,03/99/2011,99,3,2011,US,US-ID,47.41667,-116.75,10,12,Unknown,3640,,,,,,,98,21,7,2,,E,Pandion haliaetus
B09299707897,B09299707897,,B,6/7/95,7,6,1995,US,US-NC,35.91667,-76.75,10,12,Osprey,3640,3,18,4,0,P9981129,0,,,,,,B,Pandion haliaetus
B09299707897,B09299707897,,E,11/6/09,6,11,2009,VE,,8.41667,-62.58333,10,12,Unknown,3640,,,,,,,0,21,7,5,14.42,E,Pandion haliaetus
B09299708052,B09299708052,,B,6/30/94,30,6,1994,US,US-CT,41.25,-72.08333,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B09299708052,B09299708052,,E,1/17/04,17,1,2004,VE,,10.75,-71.58333,10,12,,3640,,,,,,,1,21,1,5,9.58,E,Pandion haliaetus
B09299709899,B09299709899,,B,6/26/93,26,6,1993,US,US-CT,41.25,-72.41667,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B09299709899,B09299709899,,E,5/29/06,29,5,2006,US,US-CT,41.41667,-72.41667,10,12,OSPREY,3640,,,,,,,0,21,61,3,12.92,E,Pandion haliaetus
B09299720789,B09299720789,,B,3/8/04,8,3,2004,US,US-FL,27.41667,-81.41667,10,12,Osprey,3640,3,1,4,0,P7717151,0,,,,,,B,Pandion haliaetus
B09299720789,B09299720789,,E,5/7/13,7,5,2013,US,US-FL,28.68055,-81.50952,11,12,UNKNOWN,3640,,,,,,,3,21,61,9,9.17,E,Pandion haliaetus
B09329605259,B09329605259,,B,6/2/75,2,6,1975,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B09329605259,B09329605259,,E,5/10/86,10,5,1986,US,US-MD,38.58333,-76.75,10,11,,3640,,,,,,,66,23,1,7,10.92,E,Pandion haliaetus
B09329605499,B09329605499,,B,7/13/74,13,7,1974,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B09329605499,B09329605499,,E,4/9/78,9,4,1978,US,US-MD,38.75,-76.25,10,11,,3640,,,,,,,54,23,1,5,3.83,E,Pandion haliaetus
B09339006290,B09339006290,,B,6/20/74,20,6,1974,US,US-VA,37.58333,-75.58333,10,12,Osprey,3640,3,1,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B09339006290,B09339006290,,E,8/22/81,22,8,1981,US,US-VA,36.91667,-75.91667,10,12,,3640,,,,,,,3,23,1,7,7.17,E,Pandion haliaetus
